Dataset,Id,Neighborhood,Exterior1st,Exterior2nd,ExterQual,BsmtQual,KitchenQual,GarageFinish,FireplaceQu,BsmtFinType1,HeatingQC,GarageType,BsmtExposure,MSZoning,Foundation,HouseStyle,MasVnrType,BsmtCond,SaleCondition,ExterCond,SaleType,LotShape,BsmtFinType2,GarageQual,Condition1,Electrical,RoofStyle,CentralAir,LotConfig,BldgType,Fence,LandContour,GarageCond,PavedDrive,Functional,MiscFeature,Alley,Condition2,Heating,RoofMatl,LandSlope,PoolQC,Street
train,80,NAmes,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Corner,Gd,Gd,TA,SBrkr,none,none,RL,TA,No,Gd,Fin,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,81,Mitchel,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,none,Hip,GasA,TA,TA,Normal,TwnhsE,FR2,Gd,Ex,Gd,SBrkr,none,none,RM,Ex,No,TA,Fin,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,82,Somerst,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,TA,none,Stone,Lvl,Reg,Gtl,none,Y,Y,Pave
train,83,NAmes,MetalSd,MetalSd,COD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Gd,No,TA,Unf,TA,none,BrkCmn,Lvl,IR1,Gtl,none,Y,Y,Pave
train,84,Gilbert,HdBoard,HdBoard,WD,Norm,SLvl,Norm,CompShg,Unf,Unf,Typ,BuiltIn,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,Shed,none,RL,Gd,No,TA,Fin,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,85,NoRidge,HdBoard,HdBoard,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,CBlock,TA,Hip,GasA,TA,TA,Normal,1Fam,Corner,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,Unf,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,86,Gilbert,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,BuiltIn,PConc,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Av,Gd,Fin,Gd,none,None,Lvl,IR2,Gtl,none,Y,Y,Pave
train,87,Somerst,VinylSd,VinylSd,New,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Detchd,PConc,none,Gable,GasA,TA,TA,Partial,TwnhsE,Corner,TA,Gd,TA,SBrkr,none,none,FV,Ex,Av,Gd,RFn,Gd,none,Stone,Lvl,Reg,Gtl,Pave,Y,Y,Pave
train,88,IDOTRR,Plywood,Plywood,ConLD,Feedr,1.5Fin,Feedr,CompShg,Unf,Unf,Typ,none,CBlock,none,Hip,GasA,none,none,Abnorml,1Fam,Corner,Fa,TA,Fa,SBrkr,none,MnPrv,C (all),TA,No,Fa,none,Fa,none,None,Lvl,IR1,Gtl,none,N,N,Pave
train,89,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,none,PConc,none,Gable,GasA,none,none,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,TA,none,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,90,NAmes,Wd Sdng,BrkFace,WD,Norm,1Story,Norm,CompShg,none,none,Typ,Detchd,Slab,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,none,none,FuseA,none,none,RL,TA,none,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,91,NAmes,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,none,Hip,GasA,TA,TA,Abnorml,1Fam,Inside,TA,TA,TA,SBrkr,none,GdWo,RL,TA,No,TA,Unf,TA,none,BrkCmn,Lvl,Reg,Gtl,none,Y,Y,Pave
train,92,Crawfor,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,Gd,TA,SBrkr,none,none,RL,Ex,No,TA,Unf,TA,none,None,HLS,IR1,Gtl,Grvl,Y,Y,Pave
train,93,OldTown,MetalSd,MetalSd,WD,Norm,2.5Unf,Norm,CompShg,Rec,Unf,Typ,Detchd,BrkTil,Gd,Hip,GasW,TA,TA,Normal,2fmCon,Corner,TA,TA,Fa,SBrkr,none,none,C (all),Ex,Mn,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,N,Pave
train,94,CollgCr,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,95,Gilbert,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,ALQ,Unf,Typ,BuiltIn,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Corner,Gd,Gd,Gd,SBrkr,Shed,none,RL,Gd,No,TA,Fin,Ex,none,BrkFace,Lvl,IR2,Gtl,none,Y,Y,Pave
train,96,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Av,Gd,RFn,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,97,Edwards,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,FuseF,none,none,RL,TA,No,TA,Fin,TA,none,BrkFace,HLS,Reg,Gtl,none,P,Y,Pave
train,98,Edwards,Wd Sdng,Wd Sdng,COD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Basment,BrkTil,none,Gable,GasA,Fa,TA,Abnorml,1Fam,Corner,TA,TA,TA,SBrkr,Shed,none,RL,Fa,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,N,Pave
train,99,NAmes,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,none,CBlock,none,Gable,GasA,none,none,Normal,1Fam,Inside,TA,TA,TA,SBrkr,Shed,none,RL,Fa,No,TA,none,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,100,NWAmes,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Gd,Mn,Gd,RFn,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,101,SawyerW,HdBoard,HdBoard,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,TA,No,Gd,Fin,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,102,SawyerW,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,none,none,Typ,Attchd,Slab,none,Gable,GasA,TA,TA,Alloca,Duplex,Inside,Fa,none,none,SBrkr,none,none,RL,TA,none,TA,Unf,TA,none,None,Bnk,Reg,Gtl,none,Y,Y,Pave
train,103,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,104,IDOTRR,Stucco,Stucco,WD,Norm,1.5Fin,Norm,CompShg,LwQ,Unf,Typ,Detchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Corner,Fa,TA,TA,FuseF,none,none,RM,Ex,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,105,Somerst,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,Gd,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,Ex,TA,SBrkr,none,none,FV,Ex,No,Gd,RFn,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,106,OldTown,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Detchd,BrkTil,none,Mansard,GasA,Fa,Fa,Normal,1Fam,Inside,TA,Fa,TA,SBrkr,Shed,none,RM,Gd,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,N,Y,Pave
train,107,OldTown,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,ALQ,BLQ,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Partial,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RM,Ex,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,108,IDOTRR,CmentBd,CemntBd,WD,Artery,1.5Fin,Norm,CompShg,Unf,Unf,Typ,none,CBlock,none,Gable,GasW,none,none,Normal,1Fam,Corner,TA,TA,TA,FuseF,none,none,RM,TA,No,Fa,none,TA,none,None,Lvl,Reg,Gtl,none,N,N,Pave
train,109,NWAmes,Plywood,Plywood,COD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,TA,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,MnPrv,RL,Ex,No,TA,RFn,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,110,Edwards,Wd Sdng,Wd Sdng,WD,Norm,1.5Fin,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,Fa,SBrkr,none,none,RL,Gd,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,111,Gilbert,VinylSd,VinylSd,WD,Norm,SLvl,Norm,CompShg,GLQ,Unf,Typ,BuiltIn,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,TA,Fin,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,112,CollgCr,VinylSd,VinylSd,New,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,BuiltIn,PConc,Gd,Gable,GasA,TA,TA,Partial,1Fam,Inside,TA,Ex,TA,SBrkr,none,none,RL,Ex,Av,Ex,Fin,Gd,none,Stone,Lvl,Reg,Gtl,none,Y,Y,Pave
train,113,Crawfor,Wd Sdng,Wd Sdng,COD,Norm,1Story,Norm,CompShg,ALQ,Rec,Typ,Basment,CBlock,Gd,Hip,GasA,TA,TA,Abnorml,1Fam,Corner,Gd,Gd,TA,SBrkr,none,MnPrv,RL,TA,Mn,Gd,Unf,TA,none,BrkFace,Bnk,Reg,Gtl,none,Y,Y,Pave
train,114,Crawfor,Wd Sdng,Wd Sdng,WD,Norm,2Story,Norm,CompShg,ALQ,LwQ,Typ,Detchd,CBlock,TA,Gambrel,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,Ex,No,Gd,Unf,TA,none,None,Lvl,IR1,Mod,none,Y,Y,Pave
train,115,Somerst,MetalSd,MetalSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Detchd,PConc,Fa,Gable,GasA,TA,TA,Normal,TwnhsE,Corner,TA,Gd,TA,SBrkr,none,none,FV,Gd,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,Pave,Y,Y,Pave
train,116,Sawyer,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,LwQ,BLQ,Typ,Attchd,CBlock,Po,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,117,Edwards,VinylSd,VinylSd,New,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Partial,1Fam,Corner,TA,Gd,TA,SBrkr,none,none,RL,Gd,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,118,SawyerW,Plywood,Plywood,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,TA,Hip,GasA,TA,TA,Normal,1Fam,Corner,TA,Gd,TA,SBrkr,none,none,RL,Gd,Mn,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,119,CollgCr,VinylSd,VinylSd,New,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Partial,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,Fin,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,120,ClearCr,Plywood,Plywood,WD,Norm,SLvl,Norm,Metal,ALQ,Unf,Typ,Attchd,CBlock,TA,Flat,GasA,TA,TA,Normal,1Fam,CulDSac,TA,TA,TA,SBrkr,none,none,RL,Ex,Gd,TA,Unf,TA,none,None,Low,IR1,Sev,none,Y,Y,Pave
train,121,IDOTRR,AsbShng,AsbShng,WD,Norm,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Detchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RM,Gd,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,P,Y,Pave
train,122,NAmes,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Corner,Gd,TA,TA,SBrkr,none,none,RL,Gd,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,123,SawyerW,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,TwnhsE,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,124,NWAmes,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,CulDSac,Gd,Gd,Fa,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,125,IDOTRR,Wd Sdng,Wd Sdng,WD,Norm,1.5Fin,Norm,CompShg,GLQ,Unf,Typ,none,CBlock,none,Gable,GasA,none,none,Normal,2fmCon,Inside,Fa,TA,TA,SBrkr,none,none,RM,Gd,Av,TA,none,TA,none,None,Lvl,Reg,Gtl,none,N,N,Pave
train,126,NPkVill,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,TwnhsE,Inside,TA,Gd,TA,SBrkr,none,none,RL,TA,No,TA,RFn,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,127,OldTown,Wd Sdng,WdShing,WD,Feedr,1.5Unf,Norm,CompShg,LwQ,Unf,Typ,none,BrkTil,TA,Gable,GasA,none,none,Normal,1Fam,Inside,Gd,TA,TA,SBrkr,none,none,RM,Ex,No,TA,none,TA,none,None,Bnk,IR1,Gtl,none,N,Y,Pave
train,128,NAmes,VinylSd,VinylSd,WD,PosN,2Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,Fa,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,RFn,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,129,NAmes,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,Rec,BLQ,Typ,2Types,CBlock,none,Gable,GasA,TA,TA,Abnorml,1Fam,Inside,TA,TA,TA,FuseA,none,MnWw,RL,TA,No,Ex,RFn,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,130,NAmes,MetalSd,MetalSd,WD,Norm,2Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,GdPrv,RL,Ex,No,Gd,Fin,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,131,Gilbert,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,BuiltIn,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,132,NAmes,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,Rec,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,none,RL,Gd,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,133,Timber,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Ex,TA,SBrkr,none,none,RL,Ex,No,Gd,Fin,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,134,Sawyer,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,Rec,Unf,Min1,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,Gd,No,TA,RFn,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,135,NWAmes,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,Gd,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,Gd,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,136,NAmes,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,Fa,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,RFn,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,137,Mitchel,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,2Types,CBlock,none,Gable,GasA,TA,TA,Family,Duplex,Inside,TA,TA,TA,SBrkr,none,none,RL,Gd,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,138,CollgCr,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,GdPrv,RL,Ex,Mn,Gd,Fin,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,139,CollgCr,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,MnPrv,RL,Ex,No,Gd,RFn,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,140,NAmes,HdBoard,HdBoard,ConLI,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,none,CBlock,Po,Gable,GasA,none,none,Normal,1Fam,FR2,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,none,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,141,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Av,Gd,Fin,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,142,NAmes,Wd Sdng,BrkFace,WD,Artery,1.5Fin,Norm,CompShg,Rec,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,Fa,TA,TA,SBrkr,none,MnPrv,RL,Fa,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,143,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Gd,Gd,RFn,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,144,Sawyer,HdBoard,HdBoard,ConLI,RRAe,1Story,Norm,CompShg,Rec,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Abnorml,Duplex,Inside,TA,TA,TA,SBrkr,none,none,RM,TA,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,145,Edwards,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Maj1,Detchd,PConc,none,Gable,GasA,TA,TA,Normal,Twnhs,Inside,TA,Gd,TA,SBrkr,none,none,RM,Ex,No,Gd,Unf,Gd,none,Stone,Lvl,Reg,Gtl,none,Y,Y,Pave
train,146,BrkSide,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,Fa,TA,Normal,1Fam,Corner,TA,TA,TA,FuseA,none,none,RM,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,147,Gilbert,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,BuiltIn,PConc,Gd,Gable,GasA,TA,TA,Normal,1Fam,CulDSac,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,Fin,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,148,SawyerW,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,none,PConc,none,Gable,GasA,none,none,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,none,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,149,BrkSide,MetalSd,MetalSd,WD,Norm,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,Fa,TA,Normal,1Fam,Inside,TA,Gd,TA,FuseA,none,none,RM,Gd,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,150,CollgCr,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,MnPrv,RL,TA,Av,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,151,NridgHt,VinylSd,VinylSd,New,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Hip,GasA,TA,TA,Partial,1Fam,Inside,TA,Ex,TA,SBrkr,none,none,RL,Ex,Gd,Gd,RFn,Gd,none,Stone,Lvl,Reg,Gtl,none,Y,Y,Pave
train,152,NWAmes,HdBoard,HdBoard,WD,Norm,2Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,CulDSac,TA,TA,TA,SBrkr,none,GdWo,RL,Gd,No,TA,RFn,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,153,ClearCr,Plywood,BrkFace,WD,Norm,1Story,Norm,CompShg,BLQ,ALQ,Typ,Attchd,CBlock,Gd,Flat,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Gd,Gd,TA,RFn,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,154,OldTown,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,Fa,Fa,Family,1Fam,Corner,TA,TA,TA,FuseA,none,none,RM,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,155,Edwards,Wd Sdng,Wd Sdng,WD,Artery,1.5Fin,Norm,CompShg,Unf,Unf,Typ,none,BrkTil,none,Gable,Grav,none,none,Normal,1Fam,Corner,TA,TA,TA,FuseF,none,none,RL,Fa,No,TA,none,TA,none,None,Lvl,Reg,Gtl,none,N,N,Pave
train,156,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,none,none,Typ,Detchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,none,none,FuseF,none,none,RL,TA,none,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,157,Timber,VinylSd,VinylSd,New,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,BuiltIn,PConc,Gd,Gable,GasA,TA,TA,Partial,1Fam,Corner,TA,Ex,TA,SBrkr,none,none,RL,Ex,No,Ex,Fin,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,158,Somerst,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,Gd,TA,SBrkr,none,GdWo,FV,Ex,No,Gd,RFn,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,159,Gilbert,VinylSd,VinylSd,New,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Partial,1Fam,Corner,TA,Gd,TA,SBrkr,none,none,RL,Ex,Mn,Gd,RFn,Gd,none,BrkFace,HLS,IR1,Gtl,none,Y,Y,Pave
train,160,Veenker,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,CulDSac,TA,Gd,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,161,NridgHt,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,BuiltIn,PConc,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Ex,TA,SBrkr,none,none,RL,Ex,Av,Ex,Fin,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
