,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
54,8,3,60.0,7134.0,1,0,3,0,4,1,12,2,2,0,7,5.0,5.0,1955.0,1955.0,1,1,8,8,3,0.0,3,4,1,4,4,4,0,384.0,6,0.0,0.0,384.0,1,4,1,4,1360.0,0.0,0.0,1360.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,2,1.0,5,5,1962.0,3,2.0,572.0,5,5,2,0.0,50.0,0.0,0.0,0.0,0.0,0,3,0,0.0,2.0,2007.0,8,4
55,0,3,100.0,10175.0,1,0,0,3,4,0,12,2,2,0,2,6.0,5.0,1964.0,1964.0,1,1,6,10,1,272.0,3,4,1,4,4,4,1,490.0,6,0.0,935.0,1425.0,1,2,1,4,1425.0,0.0,0.0,1425.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,1.0,3,1,1964.0,2,2.0,576.0,5,5,2,0.0,0.0,0.0,407.0,0.0,0.0,0,0,0,0.0,7.0,2008.0,8,4
56,13,1,24.0,2645.0,1,2,3,3,4,0,21,2,2,3,5,8.0,5.0,1999.0,2000.0,1,1,8,8,1,456.0,2,4,2,3,4,4,3,649.0,6,0.0,321.0,970.0,1,0,1,4,983.0,756.0,0.0,1739.0,1.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,0.0,0,1,1999.0,1,2.0,480.0,5,5,2,115.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2009.0,8,0
57,5,3,89.0,11645.0,1,0,0,3,0,0,5,2,2,0,5,7.0,5.0,2004.0,2004.0,1,1,12,13,3,0.0,2,4,2,3,4,4,6,0.0,6,0.0,860.0,860.0,1,0,1,4,860.0,860.0,0.0,1720.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,0.0,0,1,2004.0,2,2.0,565.0,5,5,2,0.0,70.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2006.0,8,4
58,5,3,66.0,13682.0,1,0,1,1,1,0,22,2,2,0,5,10.0,5.0,2006.0,2006.0,3,1,12,13,1,1031.0,0,4,2,1,4,2,6,0.0,6,0.0,1410.0,1410.0,1,0,1,4,1426.0,1519.0,0.0,2945.0,0.0,0.0,3.0,1.0,3.0,1.0,2,10.0,6,1.0,3,3,2006.0,1,3.0,641.0,5,5,2,192.0,0.0,37.0,0.0,0.0,0.0,0,0,0,0.0,10.0,2006.0,6,5
59,0,3,60.0,7200.0,1,0,3,0,4,0,5,2,2,0,2,5.0,7.0,1972.0,1972.0,1,1,6,6,3,0.0,3,4,1,4,4,0,0,632.0,6,0.0,148.0,780.0,1,0,1,4,780.0,0.0,0.0,780.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,0,5,1973.0,3,1.0,352.0,5,5,2,196.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,1.0,2008.0,8,4
60,0,3,63.0,13072.0,1,0,3,3,4,0,20,5,2,0,2,6.0,5.0,2004.0,2004.0,1,1,12,13,3,0.0,3,4,2,3,4,4,0,941.0,6,0.0,217.0,1158.0,1,0,1,4,1158.0,0.0,0.0,1158.0,1.0,0.0,1.0,1.0,3.0,1.0,2,5.0,6,0.0,0,5,2006.0,3,2.0,576.0,5,5,2,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2006.0,6,5
61,7,4,60.0,7200.0,1,0,3,3,4,0,9,2,2,0,4,5.0,7.0,1920.0,1996.0,1,1,8,8,3,0.0,3,4,0,4,1,4,6,0.0,6,0.0,530.0,530.0,1,4,0,4,581.0,530.0,0.0,1111.0,0.0,0.0,1.0,0.0,3.0,1.0,1,6.0,6,0.0,0,5,1935.0,3,1.0,288.0,5,5,0,0.0,0.0,144.0,0.0,0.0,0.0,0,0,0,0.0,3.0,2007.0,8,4
62,11,3,44.0,6442.0,1,0,0,3,4,0,16,2,2,4,2,8.0,5.0,2006.0,2006.0,1,1,12,13,4,178.0,2,4,2,3,2,3,3,24.0,6,0.0,1346.0,1370.0,1,0,1,4,1370.0,0.0,0.0,1370.0,0.0,0.0,2.0,0.0,2.0,1.0,2,6.0,6,1.0,3,1,2006.0,2,2.0,484.0,5,5,2,120.0,49.0,0.0,0.0,0.0,0.0,0,0,0,0.0,10.0,2007.0,8,4
63,6,4,50.0,10300.0,1,0,0,0,4,0,17,6,1,0,5,7.0,6.0,1921.0,1950.0,1,1,11,12,3,0.0,3,4,0,4,4,4,6,0.0,6,0.0,576.0,576.0,1,2,1,4,902.0,808.0,0.0,1710.0,0.0,0.0,2.0,0.0,3.0,1.0,3,9.0,6,0.0,0,5,1990.0,3,2.0,480.0,5,5,2,12.0,11.0,64.0,0.0,0.0,0.0,0,1,0,0.0,4.0,2010.0,8,4
64,5,3,68.0,9375.0,1,0,3,3,4,0,5,2,2,0,5,7.0,5.0,1997.0,1998.0,1,1,12,13,1,573.0,3,4,2,3,4,4,3,739.0,6,0.0,318.0,1057.0,1,0,1,4,1057.0,977.0,0.0,2034.0,1.0,0.0,2.0,1.0,3.0,1.0,2,8.0,6,0.0,0,1,1998.0,2,2.0,645.0,5,5,2,576.0,36.0,0.0,0.0,0.0,0.0,0,1,0,0.0,2.0,2009.0,8,4
65,5,3,76.0,9591.0,1,0,3,3,4,0,16,2,2,0,5,8.0,5.0,2004.0,2005.0,1,1,12,13,1,344.0,2,4,2,1,4,0,6,0.0,6,0.0,1143.0,1143.0,1,0,1,4,1143.0,1330.0,0.0,2473.0,0.0,0.0,2.0,1.0,4.0,1.0,2,9.0,6,1.0,3,3,2004.0,2,3.0,852.0,5,5,2,192.0,151.0,0.0,0.0,0.0,0.0,0,0,0,0.0,10.0,2007.0,8,4
66,0,3,68.0,19900.0,1,0,3,3,4,0,12,3,2,0,2,7.0,5.0,1970.0,1989.0,1,1,9,10,1,287.0,3,4,1,3,4,2,3,912.0,6,0.0,1035.0,1947.0,1,4,1,4,2207.0,0.0,0.0,2207.0,1.0,0.0,2.0,0.0,3.0,1.0,3,7.0,2,1.0,3,1,1970.0,2,2.0,576.0,5,5,2,301.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2010.0,8,4
67,0,3,72.0,10665.0,1,0,0,3,4,0,5,2,2,0,2,7.0,5.0,2003.0,2003.0,1,1,12,13,1,167.0,2,4,2,3,4,0,3,1013.0,6,0.0,440.0,1453.0,1,0,1,4,1479.0,0.0,0.0,1479.0,1.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,0.0,0,1,2003.0,2,2.0,558.0,5,5,2,144.0,29.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2007.0,8,4
68,1,4,47.0,4608.0,1,0,3,3,0,0,17,0,2,0,2,4.0,6.0,1945.0,1950.0,1,1,8,8,3,0.0,3,2,1,4,4,4,6,0.0,6,0.0,747.0,747.0,1,4,1,4,747.0,0.0,0.0,747.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,0,1,1945.0,3,1.0,220.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2010.0,8,4
69,4,3,81.0,15593.0,1,0,3,3,0,0,4,2,2,0,0,7.0,4.0,1953.0,1953.0,1,1,3,0,3,0.0,2,4,1,4,4,4,1,603.0,6,0.0,701.0,1304.0,2,4,1,4,1304.0,983.0,0.0,2287.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,1.0,5,1,1953.0,1,2.0,667.0,5,5,2,0.0,21.0,114.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2006.0,8,4
70,0,3,95.0,13651.0,1,0,0,3,4,0,12,2,2,0,2,7.0,6.0,1973.0,1973.0,1,1,9,10,1,1115.0,3,2,1,3,4,2,0,1880.0,6,0.0,343.0,2223.0,1,0,1,4,2223.0,0.0,0.0,2223.0,1.0,0.0,2.0,0.0,3.0,1.0,3,8.0,6,2.0,3,1,1973.0,1,2.0,516.0,5,5,2,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2.0,2007.0,8,4
71,0,3,69.0,7599.0,1,0,3,3,0,0,11,2,2,0,2,4.0,6.0,1982.0,2006.0,1,1,6,10,3,0.0,3,4,1,4,4,4,0,565.0,6,0.0,280.0,845.0,1,4,1,4,845.0,0.0,0.0,845.0,1.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,0,5,1987.0,3,2.0,360.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2007.0,8,4
72,5,3,74.0,10141.0,1,0,0,3,0,0,8,2,2,0,5,7.0,5.0,1998.0,1998.0,1,1,12,13,1,40.0,3,4,2,3,4,4,6,0.0,6,0.0,832.0,832.0,1,2,1,4,885.0,833.0,0.0,1718.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,5,1,1998.0,1,2.0,427.0,5,5,2,0.0,94.0,0.0,0.0,291.0,0.0,0,0,0,0.0,12.0,2009.0,8,4
73,0,3,85.0,10200.0,1,0,3,3,4,0,12,2,2,0,2,5.0,7.0,1954.0,2003.0,1,1,13,14,1,104.0,3,4,1,4,4,4,0,320.0,1,362.0,404.0,1086.0,1,2,1,4,1086.0,0.0,0.0,1086.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,0,1,1989.0,3,2.0,490.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,5.0,2010.0,8,4
74,4,4,60.0,5790.0,1,0,3,3,0,0,17,2,2,0,5,3.0,6.0,1915.0,1950.0,2,1,12,13,3,0.0,2,2,1,2,4,4,6,0.0,6,0.0,840.0,840.0,1,2,0,4,840.0,765.0,0.0,1605.0,0.0,0.0,2.0,0.0,3.0,2.0,3,8.0,6,0.0,0,5,1915.0,3,1.0,379.0,5,5,2,0.0,0.0,202.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2010.0,8,4
75,14,4,21.0,1596.0,1,0,3,3,4,0,10,2,2,3,7,4.0,5.0,1973.0,1973.0,1,1,5,5,3,0.0,3,4,1,3,4,2,3,462.0,6,0.0,0.0,462.0,1,4,1,4,526.0,462.0,0.0,988.0,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,0,3,1973.0,3,1.0,297.0,5,5,2,120.0,101.0,0.0,0.0,0.0,0.0,0,2,0,0.0,11.0,2009.0,8,4
76,0,3,68.0,8475.0,1,0,0,3,4,0,12,2,2,0,2,4.0,7.0,1956.0,1956.0,1,1,12,13,3,0.0,3,4,1,4,4,4,0,228.0,6,0.0,724.0,952.0,1,0,1,0,952.0,0.0,0.0,952.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,0,5,1956.0,3,1.0,283.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2008.0,8,4
77,4,4,50.0,8635.0,1,0,3,3,4,0,3,2,2,0,0,5.0,5.0,1948.0,2001.0,1,1,13,14,3,0.0,3,4,1,4,4,4,1,336.0,3,41.0,295.0,672.0,1,4,1,4,1072.0,213.0,0.0,1285.0,1.0,0.0,1.0,0.0,2.0,1.0,3,6.0,2,0.0,0,5,1948.0,3,1.0,240.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,1.0,2008.0,8,4
78,10,3,72.0,10778.0,1,0,3,3,4,0,19,2,2,2,2,4.0,5.0,1968.0,1968.0,3,1,6,6,3,0.0,3,4,1,4,4,4,6,0.0,6,0.0,1768.0,1768.0,1,4,0,4,1768.0,0.0,0.0,1768.0,0.0,0.0,2.0,0.0,4.0,2.0,3,8.0,6,0.0,0,6,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2010.0,8,4
79,4,4,60.0,10440.0,1,1,3,3,0,0,17,2,2,0,5,5.0,6.0,1910.0,1981.0,1,1,13,14,3,0.0,3,4,2,4,4,4,6,0.0,6,0.0,440.0,440.0,1,2,1,4,682.0,548.0,0.0,1230.0,0.0,0.0,1.0,1.0,2.0,1.0,3,5.0,6,0.0,0,5,1966.0,3,2.0,440.0,5,5,2,74.0,0.0,128.0,0.0,0.0,0.0,0,3,0,0.0,5.0,2009.0,8,4
80,5,3,100.0,13000.0,1,0,3,3,0,0,12,2,2,0,5,6.0,6.0,1968.0,1968.0,1,1,12,13,1,576.0,3,2,1,3,4,4,5,448.0,6,0.0,448.0,896.0,1,4,1,4,1182.0,960.0,0.0,2142.0,0.0,0.0,2.0,1.0,4.0,1.0,2,8.0,6,1.0,3,1,1968.0,1,1.0,509.0,5,5,2,0.0,72.0,0.0,0.0,252.0,0.0,0,0,0,0.0,6.0,2009.0,8,4
81,11,4,32.0,4500.0,1,0,3,3,2,0,11,2,2,4,2,6.0,5.0,1998.0,1998.0,3,1,12,13,1,443.0,3,2,2,1,2,4,3,1201.0,6,0.0,36.0,1237.0,1,0,1,4,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2.0,1.0,3,5.0,6,0.0,0,1,1998.0,1,2.0,405.0,5,5,2,0.0,199.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,2006.0,8,4
82,0,3,78.0,10206.0,1,0,3,3,4,0,21,2,2,0,2,8.0,5.0,2007.0,2007.0,1,1,12,13,4,468.0,3,4,2,3,4,4,3,33.0,6,0.0,1530.0,1563.0,1,0,1,4,1563.0,0.0,0.0,1563.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,1.0,3,1,2007.0,2,3.0,758.0,5,5,2,144.0,99.0,0.0,0.0,0.0,0.0,0,0,0,0.0,10.0,2008.0,8,4
83,0,3,80.0,8892.0,1,0,0,3,4,0,12,2,2,0,2,5.0,5.0,1960.0,1960.0,1,1,8,8,0,66.0,3,4,1,4,4,4,6,0.0,6,0.0,1065.0,1065.0,1,2,1,4,1065.0,0.0,0.0,1065.0,0.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,0.0,0,5,1974.0,3,2.0,461.0,5,5,2,74.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2007.0,0,4
84,8,3,68.0,8530.0,1,0,0,3,4,0,8,2,2,0,7,7.0,5.0,1995.0,1996.0,1,1,6,6,1,22.0,3,4,2,3,4,4,6,0.0,6,0.0,384.0,384.0,1,2,1,4,804.0,670.0,0.0,1474.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,5,3,1995.0,1,2.0,400.0,5,5,2,120.0,72.0,0.0,0.0,0.0,0.0,0,0,3,700.0,5.0,2009.0,8,4
85,5,3,121.0,16059.0,1,0,3,3,0,0,15,2,2,0,5,8.0,5.0,1991.0,1992.0,3,1,6,6,1,284.0,2,4,1,3,4,4,6,0.0,6,0.0,1288.0,1288.0,1,0,1,4,1301.0,1116.0,0.0,2417.0,0.0,0.0,2.0,1.0,4.0,1.0,2,9.0,6,1.0,5,1,1991.0,3,2.0,462.0,5,5,2,127.0,82.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2006.0,8,4
86,5,3,122.0,11911.0,1,0,1,3,4,0,8,2,2,0,5,6.0,5.0,2005.0,2005.0,1,1,12,13,3,0.0,2,4,2,3,4,0,6,0.0,6,0.0,684.0,684.0,1,0,1,4,684.0,876.0,0.0,1560.0,0.0,0.0,2.0,1.0,3.0,1.0,2,6.0,6,1.0,3,3,2005.0,1,2.0,400.0,5,5,2,100.0,38.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,2009.0,8,4
87,13,1,40.0,3951.0,1,2,3,3,0,0,21,2,2,4,5,6.0,5.0,2009.0,2009.0,1,1,12,13,4,76.0,2,4,2,3,4,0,6,0.0,6,0.0,612.0,612.0,1,0,1,4,612.0,612.0,0.0,1224.0,0.0,0.0,2.0,1.0,2.0,1.0,2,4.0,6,0.0,0,5,2009.0,2,2.0,528.0,5,5,2,0.0,234.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2009.0,6,5
88,4,0,105.0,8470.0,1,0,0,3,0,0,9,1,1,0,0,3.0,2.0,1915.0,1982.0,3,1,9,10,3,0.0,1,1,1,4,1,4,6,0.0,6,0.0,1013.0,1013.0,1,4,0,4,1013.0,0.0,513.0,1526.0,0.0,0.0,1.0,0.0,2.0,1.0,1,6.0,6,0.0,0,6,0.0,0,0.0,0.0,0,0,0,0.0,0.0,156.0,0.0,0.0,0.0,0,3,0,0.0,10.0,2009.0,3,0
89,0,3,60.0,8070.0,1,0,3,3,4,0,5,2,2,0,2,4.0,5.0,1994.0,1995.0,1,1,12,13,3,0.0,3,4,2,3,4,4,3,588.0,6,0.0,402.0,990.0,1,0,1,4,990.0,0.0,0.0,990.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,0,6,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2007.0,8,4
90,0,3,60.0,7200.0,1,0,3,3,4,0,12,2,2,0,2,4.0,5.0,1950.0,1950.0,1,1,3,14,3,0.0,3,4,3,0,0,1,2,0.0,2,0.0,0.0,0.0,1,4,1,0,1040.0,0.0,0.0,1040.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,0,5,1950.0,3,2.0,420.0,5,5,2,0.0,29.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2006.0,8,4
91,0,3,85.0,8500.0,1,0,3,3,4,0,12,2,2,0,2,5.0,3.0,1961.0,1961.0,3,1,6,6,0,203.0,3,4,1,4,4,4,5,600.0,6,0.0,635.0,1235.0,1,4,1,4,1235.0,0.0,0.0,1235.0,0.0,0.0,1.0,0.0,2.0,1.0,3,6.0,6,0.0,0,1,1961.0,3,2.0,480.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,12.0,2006.0,8,0
92,1,3,80.0,13360.0,1,1,0,1,4,0,6,2,2,0,2,5.0,7.0,1921.0,2006.0,1,1,13,14,3,0.0,3,2,0,3,4,4,0,713.0,6,0.0,163.0,876.0,1,0,1,4,964.0,0.0,0.0,964.0,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,0,5,1921.0,3,2.0,432.0,5,5,2,0.0,0.0,44.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2009.0,8,4
93,15,0,60.0,7200.0,1,0,3,3,0,0,17,2,2,1,4,6.0,6.0,1910.0,1998.0,3,1,8,8,3,0.0,3,4,0,4,1,3,5,1046.0,6,0.0,168.0,1214.0,2,0,0,4,1260.0,1031.0,0.0,2291.0,0.0,1.0,2.0,0.0,4.0,2.0,3,9.0,6,1.0,3,5,1900.0,3,2.0,506.0,5,5,2,0.0,0.0,0.0,0.0,99.0,0.0,0,0,0,0.0,11.0,2007.0,8,4
94,5,3,69.0,9337.0,1,0,0,3,4,0,5,2,2,0,5,6.0,5.0,1997.0,1997.0,1,1,12,13,3,0.0,3,2,2,3,4,4,3,648.0,6,0.0,176.0,824.0,1,0,1,4,905.0,881.0,0.0,1786.0,1.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,0.0,0,1,1997.0,2,2.0,684.0,5,5,2,0.0,162.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2007.0,8,4
95,5,3,68.0,9765.0,1,0,1,3,0,0,8,2,2,0,5,6.0,8.0,1993.0,1993.0,1,1,12,13,1,68.0,0,2,2,3,2,4,0,310.0,6,0.0,370.0,680.0,1,2,1,4,680.0,790.0,0.0,1470.0,0.0,0.0,2.0,1.0,3.0,1.0,3,6.0,6,1.0,5,3,1993.0,1,2.0,420.0,5,5,2,232.0,63.0,0.0,0.0,0.0,0.0,0,0,3,480.0,4.0,2009.0,8,4
96,0,3,78.0,10264.0,1,0,0,3,4,0,5,2,2,0,2,7.0,5.0,1999.0,1999.0,1,1,12,13,1,183.0,2,4,2,3,4,0,0,1162.0,6,0.0,426.0,1588.0,1,0,1,4,1588.0,0.0,0.0,1588.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,0.0,0,1,1999.0,2,2.0,472.0,5,5,2,158.0,29.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2006.0,8,4
97,0,3,73.0,10921.0,1,0,3,1,4,0,7,2,2,0,2,4.0,5.0,1965.0,1965.0,3,1,6,6,1,48.0,3,4,1,4,4,4,5,520.0,6,0.0,440.0,960.0,1,4,1,1,960.0,0.0,0.0,960.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,0,1,1965.0,1,1.0,432.0,5,5,1,120.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2007.0,8,4
98,1,3,85.0,10625.0,1,0,3,3,0,0,7,2,2,0,2,5.0,5.0,1920.0,1950.0,1,1,13,14,3,0.0,3,4,0,4,4,4,0,108.0,6,0.0,350.0,458.0,1,1,0,4,835.0,0.0,0.0,835.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,0,2,1920.0,3,1.0,366.0,2,5,2,0.0,0.0,77.0,0.0,0.0,0.0,0,0,3,400.0,5.0,2010.0,0,0
99,0,3,77.0,9320.0,1,0,0,3,4,0,12,2,2,0,2,4.0,5.0,1959.0,1959.0,1,1,9,10,3,0.0,3,4,1,4,4,4,0,569.0,6,0.0,381.0,950.0,1,1,1,4,1225.0,0.0,0.0,1225.0,1.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,0.0,0,6,0.0,0,0.0,0.0,0,0,2,352.0,0.0,0.0,0.0,0.0,0.0,0,0,3,400.0,1.0,2010.0,8,4
100,0,3,68.0,10603.0,1,0,0,3,4,0,14,2,2,0,2,6.0,7.0,1977.0,2001.0,1,1,9,10,1,28.0,3,4,2,4,4,3,0,1200.0,6,0.0,410.0,1610.0,1,2,1,4,1610.0,0.0,0.0,1610.0,1.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,2.0,5,1,1977.0,2,2.0,480.0,5,5,2,168.0,68.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2.0,2010.0,8,4
101,5,3,77.0,9206.0,1,0,3,3,4,0,20,2,2,0,5,6.0,5.0,1985.0,1985.0,1,1,6,6,1,336.0,2,4,1,3,4,4,6,0.0,6,0.0,741.0,741.0,1,4,1,4,977.0,755.0,0.0,1732.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,5,1,1985.0,1,2.0,476.0,5,5,2,192.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2010.0,8,4
102,10,3,64.0,7018.0,1,0,3,0,4,0,20,2,2,2,2,5.0,5.0,1979.0,1979.0,1,1,6,6,3,0.0,3,1,3,0,0,1,2,0.0,2,0.0,0.0,0.0,1,4,1,4,1535.0,0.0,0.0,1535.0,0.0,0.0,2.0,0.0,4.0,2.0,3,8.0,6,0.0,0,1,1979.0,3,2.0,410.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2009.0,8,2
103,0,3,94.0,10402.0,1,0,0,3,0,0,5,2,2,0,2,7.0,5.0,2009.0,2009.0,1,1,12,13,3,0.0,3,4,2,3,4,4,6,0.0,6,0.0,1226.0,1226.0,1,0,1,4,1226.0,0.0,0.0,1226.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,0.0,0,1,2009.0,2,3.0,740.0,5,5,2,0.0,36.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2010.0,8,4
104,4,4,68.0,7758.0,1,0,3,3,0,0,9,2,2,0,0,7.0,4.0,1931.0,1950.0,1,1,11,12,1,600.0,3,1,2,4,4,4,4,224.0,6,0.0,816.0,1040.0,1,0,1,1,1226.0,592.0,0.0,1818.0,0.0,0.0,1.0,1.0,4.0,1.0,3,7.0,6,2.0,5,5,1951.0,3,1.0,240.0,5,5,2,0.0,0.0,0.0,0.0,184.0,0.0,0,0,0,0.0,6.0,2007.0,8,4
105,5,1,75.0,9375.0,1,0,3,3,4,0,21,2,2,0,5,8.0,5.0,2003.0,2004.0,3,1,12,13,1,768.0,2,4,2,1,4,4,6,0.0,6,0.0,1053.0,1053.0,1,0,1,4,1053.0,939.0,0.0,1992.0,0.0,0.0,2.0,1.0,3.0,1.0,2,9.0,6,1.0,3,1,2003.0,2,2.0,648.0,5,5,2,140.0,45.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2008.0,8,4
106,1,4,60.0,10800.0,1,1,3,3,4,0,17,2,2,0,2,4.0,7.0,1885.0,1995.0,4,1,12,13,3,0.0,3,4,0,2,4,4,6,0.0,6,0.0,641.0,641.0,1,2,1,4,1047.0,0.0,0.0,1047.0,0.0,0.0,1.0,0.0,2.0,1.0,3,6.0,6,0.0,0,5,1954.0,3,1.0,273.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,450.0,8.0,2007.0,8,4
107,0,4,50.0,6000.0,1,0,3,3,4,0,17,2,2,0,2,5.0,5.0,1948.0,1950.0,1,1,12,13,3,0.0,3,4,1,4,4,4,0,104.0,1,169.0,516.0,789.0,1,0,1,4,789.0,0.0,0.0,789.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,0,5,1948.0,3,1.0,250.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2008.0,8,5
108,4,4,85.0,8500.0,1,0,3,3,0,0,9,0,2,0,0,5.0,7.0,1919.0,2005.0,1,1,5,5,3,0.0,3,4,1,4,4,4,6,0.0,6,0.0,793.0,793.0,2,4,0,1,997.0,520.0,0.0,1517.0,0.0,0.0,2.0,0.0,3.0,1.0,1,7.0,6,0.0,0,6,0.0,0,0.0,0.0,0,0,0,0.0,0.0,144.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2007.0,8,4
109,0,3,105.0,11751.0,1,0,0,3,4,0,14,2,2,0,2,6.0,6.0,1977.0,1977.0,3,1,9,10,1,480.0,3,4,1,3,4,4,1,705.0,6,0.0,1139.0,1844.0,1,0,1,4,1844.0,0.0,0.0,1844.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,1.0,5,1,1977.0,2,2.0,546.0,5,5,2,0.0,122.0,0.0,0.0,0.0,0.0,0,3,0,0.0,1.0,2010.0,0,4
110,4,3,75.0,9525.0,1,0,3,3,4,0,7,2,2,0,0,6.0,4.0,1954.0,1972.0,1,1,13,14,3,0.0,3,4,1,4,1,4,5,444.0,6,0.0,550.0,994.0,1,2,1,4,1216.0,639.0,0.0,1855.0,0.0,0.0,2.0,0.0,4.0,1.0,3,7.0,6,0.0,0,1,1954.0,3,1.0,325.0,5,5,2,182.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,10.0,2006.0,8,4
